!ID,,!catalog_number,!bd_catalog_number,!digital_catalog_number,!line,!post_title,!bd_audio_mix,!bd_canadian_price,!bd_configuration,!bd_consumer_srp,!bd_disc_type,!bd_dvd_features,!bd_frame_rate,!bd_isbn,!bd_prebook_date,!bd_running_time,!bd_street_date,!bd_subtitles,!bd_upc,!digital_running_time,!digital_street_date,!amazon_link,!itunes_link,!youtube_link,!hulu_link,!playstation_link,!slingbox_link,!xbox_link,!snagfilm_link,!tvcom_link,!vudu_link,!cinema_now
17157,NNVG400272,NNVG400272,,NNVG8820,PLEXI,Spend an Evening With Saddle Creek,,,,,,,,,,,,,,90 min,,http://www.amazon.com/Spend-Evening-Saddle-Creek/dp/B002VOY6JO/ref=sr_1_2?ie=UTF8&s=digital-video&qid=1278622291&sr=1-2,http://click.linksynergy.com/fs-bin/stat?id=ccUl/Cc0tjI&offerid=146261&type=3&subid=0&tmpid=1826&RD_PARM1=http%253A%252F%252Fitunes.apple.com%252FWebObjects%252FMZStore.woa%252Fwa%252FviewMovie%253Fid%253D291134844%2526s%253D143441%2526uo%253D6%2526partnerId%253D30,,,,,,,,http://www.vudu.com/,
17143,NNVG400392,NNVG400392,,NNVG8819,PLEXI,High Tech Soul,,,,,,,,,,,,,,64 min,,,http://click.linksynergy.com/fs-bin/stat?id=ccUl/Cc0tjI&offerid=146261&type=3&subid=0&tmpid=1826&RD_PARM1=http%253A%252F%252Fitunes.apple.com%252FWebObjects%252FMZStore.woa%252Fwa%252FviewMovie%253Fid%253D290665477%2526s%253D143441%2526uo%253D6%2526partnerId%253D30,,,,,,,,http://www.vudu.com/,
17138,NNVG400422,NNVG400422,NNVG400432,NNVG8653,PLEXI,Helvetica,,,Blu-ray Single,34.95,,"90 minutes of additional interviews with Massimo Vignelli, Matthew Carter, Erik Spiekermann, Hermann Zapf, and more.",24,,,80 min + extras,07/01/2010,English & German,0-82354-00432-3,80 min,06/04/2008,http://www.amazon.com/Helvetica/dp/B002RIOGI0/ref=sr_1_1?ie=UTF8&s=digital-video&qid=1276879645&sr=1-1,http://click.linksynergy.com/fs-bin/stat?id=ccUl/Cc0tjI&offerid=146261&type=3&subid=0&tmpid=1826&RD_PARM1=http%253A%252F%252Fitunes.apple.com%252FWebObjects%252FMZStore.woa%252Fwa%252FviewMovie%253Fid%253D284740710%2526s%253D143441%2526uo%253D4%2526partnerId%253D30,,,,,,,,http://www.vudu.com/,
17110,NNVG400482,NNVG400482,,NNVG1226,PLEXI,13 Most Beautiful... Songs for Andy Warhol's Screen Tests,,,,,,,,,,,,,,60 min,,http://www.amazon.com/Beatiful-Songs-Warhols-Screen-Tests/dp/B002SNHZSC/ref=sr_1_fkmr0_1?ie=UTF8&qid=1278689677&sr=1-1-fkmr,http://click.linksynergy.com/fs-bin/stat?id=ccUl/Cc0tjI&offerid=146261&type=3&subid=0&tmpid=1826&RD_PARM1=http%253A%252F%252Fitunes.apple.com%252FWebObjects%252FMZStore.woa%252Fwa%252FviewMovie%253Fid%253D305204134%2526s%253D143441%2526uo%253D6%2526partnerId%253D30,,,,,,,,,
17153,NNVG400492,NNVG400492,,NNVG1618,PLEXI,Objectified,,,,,,,,,,,,,,75 min,08/04/2009,http://www.amazon.com/Objectified/dp/B002RU1O2O/ref=sr_1_2?ie=UTF8&s=digital-video&qid=1278689596&sr=1-2,http://click.linksynergy.com/fs-bin/stat?id=ccUl/Cc0tjI&offerid=146261&type=3&subid=0&tmpid=1826&RD_PARM1=http%253A%252F%252Fitunes.apple.com%252FWebObjects%252FMZStore.woa%252Fwa%252FviewMovie%253Fid%253D321244909%2526s%253D143441%2526uo%253D4%2526partnerId%253D30,,,,,,,,http://www.vudu.com/,"http://www.cinemanow.com/Rent/Movies/10471,0,5,,1,4,0/1000,0,5,,1,4,401678/Objectified.htm"
225,NNVG9747,NNVG9747,,NNVG9959,DOC,Parallel Lines,,,,,,,,,,,,,,98 min,,http://www.amazon.com/Parallel-Lines/dp/B000WQTQ6Q/ref=sr_1_2?ie=UTF8&s=digital-video&qid=1278953860&sr=1-2,http://click.linksynergy.com/fs-bin/stat?id=ccUl/Cc0tjI&offerid=146261&type=3&subid=0&tmpid=1826&RD_PARM1=http%253A%252F%252Fitunes.apple.com%252FWebObjects%252FMZStore.woa%252Fwa%252FviewMovie%253Fid%253D279985966%2526s%253D143441%2526uo%253D4%2526partnerId%253D30,,,,,,,,,
157,NNVG9892,NNVG9892,,NNVG1388,DOC,H2 Worker,,,,,,,,,,,,,,70 min,,http://www.amazon.com/H2-Worker/dp/B003PLC5PY/ref=sr_1_9?ie=UTF8&s=digital-video&qid=1276094922&sr=1-9,http://click.linksynergy.com/fs-bin/stat?id=ccUl/Cc0tjI&offerid=146261&type=3&subid=0&tmpid=1826&RD_PARM1=http%253A%252F%252Fitunes.apple.com%252FWebObjects%252FMZStore.woa%252Fwa%252FviewMovie%253Fid%253D309976171%2526s%253D143441%2526uo%253D6%2526partnerId%253D30,,,,,,,,,
156,NNVG9912,NNVG9912,,NNVG8684,DOC,Gypsy Caravan: When the Road Bends,,,,,,,,,,,,,,111 min,,,http://click.linksynergy.com/fs-bin/stat?id=ccUl/Cc0tjI&offerid=146261&type=3&subid=0&tmpid=1826&RD_PARM1=http%253A%252F%252Fitunes.apple.com%252FWebObjects%252FMZStore.woa%252Fwa%252FviewMovie%253Fid%253D286905564%2526s%253D143441%2526uo%253D6%2526partnerId%253D30,,,,,,,,,
143,NVG-9473,NVG-9473,,NNVG8443,DOC,From Mao to Mozart,,,,,,,,,,,,,,115 min,,http://www.amazon.com/From-Mao-to-Mozart/dp/B004DNRKCG/ref=sr_1_14?s=digital-video&ie=UTF8&qid=1294070007&sr=1-14,http://click.linksynergy.com/fs-bin/stat?id=ccUl/Cc0tjI&offerid=146261&type=3&subid=0&tmpid=1826&RD_PARM1=http%253A%252F%252Fitunes.apple.com%252Fus%252Fmovie%252Ffrom-mao-to-mozart%252Fid279675865%253Fuo%253D4%2526partnerId%253D30,http://www.youtube.com/watch?v=Nb7z3Mtk9GM,,,,,,,http://www.vudu.com/,
306,NVG-9489,NVG-9489,,NNVG1840 ,DOC,W.I.S.O.R.,,,,,,,,,,,,,,75 min,,,http://click.linksynergy.com/fs-bin/stat?id=ccUl/Cc0tjI&offerid=146261&type=3&subid=0&tmpid=1826&RD_PARM1=http%253A%252F%252Fitunes.apple.com%252FWebObjects%252FMZStore.woa%252Fwa%252FviewMovie%253Fid%253D331405611%2526s%253D143441%2526uo%253D6%2526partnerId%253D30,,,,,,,,,
230,NVG-9492,NVG-9492,,NNVG1659,DOC,Pie In the Sky: The Brigid Berlin Story,,,,,,,,,,,,,,75 min,,,http://click.linksynergy.com/fs-bin/stat?id=ccUl/Cc0tjI&offerid=146261&type=3&subid=0&tmpid=1826&RD_PARM1=http%253A%252F%252Fitunes.apple.com%252FWebObjects%252FMZStore.woa%252Fwa%252FviewMovie%253Fid%253D319681666%2526s%253D143441%2526uo%253D6%2526partnerId%253D30,,http://www.hulu.com/watch/196554/pie-in-the-sky-the-brigid-berlin-story,,,,,,,
77,NVG-9496,NVG-9496,,NNVG8979,DOC,The Atomic Cafe,,,,,,,,,,,,,,88 min,,http://www.amazon.com/Atomic-Cafe/dp/B0056NEYOO/ref=sr_1_1?s=digital-video&ie=UTF8&qid=1308936971&sr=1-1,http://click.linksynergy.com/fs-bin/stat?id=ccUl/Cc0tjI&offerid=146261&type=3&subid=0&tmpid=1826&RD_PARM1=http%253A%252F%252Fitunes.apple.com%252FWebObjects%252FMZStore.woa%252Fwa%252FviewMovie%253Fid%253D295605862%2526s%253D143441%2526uo%253D6%2526partnerId%253D30,http://www.youtube.com/watch?v=NOUtZOqgSG8,http://www.hulu.com/watch/122397/atomic-cafe,,,,http://www.snagfilms.com/films/title/the_atomic_cafe/,,http://www.vudu.com/movies/Movies.html#ContentDefaultPlace:24514,"http://www.cinemanow.com/Rent/Movies/10471,0,5,,1,4,0/1000,0,5,,1,4,395688/The-Atomic-Cafandeacute.htm"
314,NVG-9554,NVG-9554,,NNVG9987,DOC,William Gibson: No Maps for These Territories,,,,,,,,,,,,,,87 min,,,http://click.linksynergy.com/fs-bin/stat?id=ccUl/Cc0tjI&offerid=146261&type=3&subid=0&tmpid=1826&RD_PARM1=http%253A%252F%252Fitunes.apple.com%252Fus%252Fmovie%252Fwilliam-gibson-no-maps-for%252Fid277623708%253Fuo%253D4%2526partnerId%253D30,,,,,,,,,
251,NVG-9559,NVG-9559,,NNVG8580,DOC,See How They Run,,,,,,,,,,,,,,58 min,08/15/2008,,http://click.linksynergy.com/fs-bin/stat?id=ccUl/Cc0tjI&offerid=146261&type=3&subid=0&tmpid=1826&RD_PARM1=http%253A%252F%252Fitunes.apple.com%252Fus%252Fmovie%252Fsee-how-they-run%252Fid290651725%253Fuo%253D4%2526partnerId%253D30,,,,,,,,,
111,NVG-9563,NVG-9563,,NNVG1010,DOC,Crisis: Behind a Presidential Commitment,,,,,,,,,,,,,,50 mins,,,http://click.linksynergy.com/fs-bin/stat?id=ccUl/Cc0tjI&offerid=146261&type=3&subid=0&tmpid=1826&RD_PARM1=http%253A%252F%252Fitunes.apple.com%252FWebObjects%252FMZStore.woa%252Fwa%252FviewMovie%253Fid%253D295675299%2526s%253D143441%2526uo%253D6%2526partnerId%253D30,,,,,,,,,
14970,NVG-9568,NVG-9568,,NNVG8441,DOC,Absolutely Positive,,,,,,,,,,,,,,88 min,,,http://click.linksynergy.com/fs-bin/stat?id=ccUl/Cc0tjI&offerid=146261&type=3&subid=0&tmpid=1826&RD_PARM1=http%253A%252F%252Fitunes.apple.com%252Fus%252Fmovie%252Fabsolutely-positive%252Fid280235206%253Fuo%253D4%2526partnerId%253D30,,,,,,,,,
172,NVG-9569,NVG-9569,,NNVG9967,DOC,Jupiter's Wife,,,,,,,,,,,,,,78 mins.,,http://www.amazon.com/Jupiters-Wife/dp/B0010444DY/ref=sr_1_2?ie=UTF8&s=digital-video&qid=1278950151&sr=1-2,http://click.linksynergy.com/fs-bin/stat?id=ccUl/Cc0tjI&offerid=146261&type=3&subid=0&tmpid=1826&RD_PARM1=http%253A%252F%252Fitunes.apple.com%252FWebObjects%252FMZStore.woa%252Fwa%252FviewMovie%253Fid%253D281222221%2526s%253D143441%2526uo%253D4%2526partnerId%253D30,,,,,,,,,
81,NVG-9576,NVG-9576,,NNVG9966,DOC,"Be Good, Smile Pretty",,,,,,,,,,,,,,56 min,,http://www.amazon.com/Be-Good-Smile-Pretty/dp/B0010BB6PG/ref=sr_1_2?ie=UTF8&s=digital-video&qid=1278948875&sr=1-2,http://click.linksynergy.com/fs-bin/stat?id=ccUl/Cc0tjI&offerid=146261&type=3&subid=0&tmpid=1826&RD_PARM1=http%253A%252F%252Fitunes.apple.com%252FWebObjects%252FMZStore.woa%252Fwa%252FviewMovie%253Fid%253D279905638%2526s%253D143441%2526uo%253D4%2526partnerId%253D30,,,,,,,,,
309,NVG-9602,NVG-9602,,NNVG-9944,DOC,The Weather Underground,,,,,,,,,,,,,,92 min,,http://www.hulu.com/the-weather-underground,http://click.linksynergy.com/fs-bin/stat?id=ccUl/Cc0tjI&offerid=146261&type=3&subid=0&tmpid=1826&RD_PARM1=http%253A%252F%252Fitunes.apple.com%252FWebObjects%252FMZStore.woa%252Fwa%252FviewMovie%253Fid%253D272371442%2526s%253D143441%2526uo%253D6%2526partnerId%253D30,http://www.youtube.com/watch?v=LV7GSff4fIA,http://www.hulu.com/the-weather-underground,,,,,,http://www.vudu.com/,
226,NVG-9614,NVG-9614,,NNVG8635,DOC,Partisans of Vilna,,,,,,,,,,,,,,130 min,,,http://click.linksynergy.com/fs-bin/stat?id=ccUl/Cc0tjI&offerid=146261&type=3&subid=0&tmpid=1826&RD_PARM1=http%253A%252F%252Fitunes.apple.com%252Fus%252Fmovie%252Fpartisans-of-vilna%252Fid283596063%253Fuo%253D4%2526partnerId%253D30,,,,,,,,,
202,NVG-9615,NVG-9615,,NNVG1217,DOC,My Flesh and Blood,,,,,,,,,,,,,,83 min,,,http://itunes.apple.com/WebObjects/MZStore.woa/wa/viewMovie?id=304208041&s=143441,,,,,,,,,
162,NVG-9625,NVG-9625,,NNVG8579,DOC,High School Boot Camp,,,,,,,,,,,,,,90 mins,,,http://click.linksynergy.com/fs-bin/stat?id=ccUl/Cc0tjI&offerid=146261&type=3&subid=0&tmpid=1826&RD_PARM1=http%253A%252F%252Fitunes.apple.com%252Fus%252Fmovie%252Fhigh-school-boot-camp%252Fid281373921%253Fuo%253D4%2526partnerId%253D30,,,,,,,,http://www.vudu.com/movies/Movies.html#ContentDefaultPlace:44035,
71,NVG-9643,NVG-9643,NNVG234401,NNVG9940,DOC,Rivers and Tides,Dolby Digital 2.0 Stereo,34.95,Blu-ray Single,29.95,Single Blu-Ray Amaray,,24,1-4229-9828-2,02/08/2011,90 min + extras,03/08/2011,English,7-67685-23440-2,90 min.,,,http://click.linksynergy.com/fs-bin/stat?id=ccUl/Cc0tjI&offerid=146261&type=3&subid=0&tmpid=1826&RD_PARM1=http%253A%252F%252Fitunes.apple.com%252Fus%252Fmovie%252Frivers-tides-andy-goldsworthy%252Fid271547514%253Fuo%253D4%2526partnerId%253D30,,,,,,,,http://www.vudu.com/,
259,NVG-9647,NVG-9647,,NNVG9971,DOC,Sister Helen,,,,,,,,,,,,,,88 min.,,http://www.amazon.com/Sister-Helen/dp/B0010BEVFI/ref=sr_1_1?ie=UTF8&s=digital-video&qid=1278949416&sr=1-1,http://click.linksynergy.com/fs-bin/stat?id=ccUl/Cc0tjI&offerid=146261&type=3&subid=0&tmpid=1826&RD_PARM1=http%253A%252F%252Fitunes.apple.com%252FWebObjects%252FMZStore.woa%252Fwa%252FviewMovie%253Fid%253D279022987%2526s%253D143441%2526uo%253D4%2526partnerId%253D30,,http://www.hulu.com/sister-helen,,,,,,,
11838,NVG-9661,NVG-9661,,NNVG1737,DOC,Farmingville,,,,,,,,,,,,,,78 min,,,http://click.linksynergy.com/fs-bin/stat?id=ccUl/Cc0tjI&offerid=146261&type=3&subid=0&tmpid=1826&RD_PARM1=http%253A%252F%252Fitunes.apple.com%252FWebObjects%252FMZStore.woa%252Fwa%252FviewMovie%253Fid%253D314679512%2526s%253D143441%2526uo%253D6%2526partnerId%253D30,,,,,,,,,
239,NVG-9663,NVG-9663,,NNVG9950,DOC,Speedo,,,,,,,,,,,,,,78 min,,,http://www.itunes.com/movies/speedo,,,,,,,,,
102,NVG-9674,NVG-9674,,NNVG9963,DOC,The Children of Chabannes,,,,,,,,,,,,,,93 min,,http://www.amazon.com/The-Children-of-Chabannes/dp/B000XH7OHM/ref=sr_1_2?ie=UTF8&s=digital-video&qid=1278950351&sr=1-2,http://click.linksynergy.com/fs-bin/stat?id=ccUl/Cc0tjI&offerid=146261&type=3&subid=0&tmpid=1826&RD_PARM1=http%253A%252F%252Fitunes.apple.com%252FWebObjects%252FMZStore.woa%252Fwa%252FviewMovie%253Fid%253D283658993%2526s%253D143441%2526uo%253D6%2526partnerId%253D30,,,,,,,,,
87,NVG-9683,NVG-9683,,NNVG1838,DOC,Blue Vinyl,,,,,,,,,,,,,,98 min,,,http://click.linksynergy.com/fs-bin/stat?id=ccUl/Cc0tjI&offerid=146261&type=3&subid=0&tmpid=1826&RD_PARM1=http%253A%252F%252Fitunes.apple.com%252FWebObjects%252FMZStore.woa%252Fwa%252FviewMovie%253Fid%253D330171014%2526s%253D143441%2526uo%253D6%2526partnerId%253D30,http://www.youtube.com/watch?v=wxUJmJsTO7w,,,,,,,,
209,NVG-9699,NVG-9699,,NNVG9957,DOC,Noam Chomsky: Rebel Without a Pause,,,,,,,,,,,,,,75 min,01/01/2008,,http://itunes.apple.com/WebObjects/MZStore.woa/wa/viewMovie?id=271650109&s=143441&uo=6,,,,,,,,http://www.snagfilms.com/films/title/noam_chomsky_rebel_without_a_pause/,
299,NVG-9719,NVG-9719,,NNVG8899,DOC,Tying the Knot,,,,,,,,,,,,,,83 min,07/25/2008,,http://click.linksynergy.com/fs-bin/stat?id=ccUl/Cc0tjI&offerid=146261&type=3&subid=0&tmpid=1826&RD_PARM1=http%253A%252F%252Fitunes.apple.com%252Fus%252Fmovie%252Ftying-the-knot%252Fid289523983%253Fuo%253D4%2526partnerId%253D30,,,,,,http://www.snagfilms.com/films/title/tying_the_knot/,,,
167,NVG-9731,NVG-9731,,NNVG9954,DOC,In the Shadow of the Stars,,,,,,,,,,,,,,93 min,,http://www.amazon.com/Shadow-Stars/dp/B000WQVU0G/ref=sr_1_2?ie=UTF8&s=digital-video&qid=1278953937&sr=1-2,http://click.linksynergy.com/fs-bin/stat?id=ccUl/Cc0tjI&offerid=146261&type=3&subid=0&tmpid=1826&RD_PARM1=http%253A%252F%252Fitunes.apple.com%252FWebObjects%252FMZStore.woa%252Fwa%252FviewMovie%253Fid%253D280838478%2526s%253D143441%2526uo%253D4%2526partnerId%253D30,,,,,,,,,
312,NVG-9736,NVG-9736,,NNVG9976,DOC,Who Are The Debolts?,,,,,,,,,,,,,,73 min,,http://www.amazon.com/Who-Are-The-Debolts/dp/B00106KVKW/ref=sr_1_2?ie=UTF8&s=digital-video&qid=1278949578&sr=1-2,http://click.linksynergy.com/fs-bin/stat?id=ccUl/Cc0tjI&offerid=146261&type=3&subid=0&tmpid=1826&RD_PARM1=http%253A%252F%252Fitunes.apple.com%252FWebObjects%252FMZStore.woa%252Fwa%252FviewMovie%253Fid%253D277739707%2526s%253D143441%2526uo%253D4%2526partnerId%253D30,,,,,,,,http://www.vudu.com/,
241,NVG-9748,NVG-9748,,NNVG9961,DOC,Resident Alien,,,,,,,,,,,,,,85 min,,,http://www.amazon.com/Resident-Alien/dp/B000WQXSD8/ref=sr_1_2?ie=UTF8&s=digital-video&qid=1278951581&sr=1-2,,,,,,,,,
261,NVG-9749,NVG-9749,,NNVG8900,DOC,Slamnation,,,,,,,,,,,,,,83 min,08/15/2008,,http://click.linksynergy.com/fs-bin/stat?id=ccUl/Cc0tjI&offerid=146261&type=3&subid=0&tmpid=1826&RD_PARM1=http%253A%252F%252Fitunes.apple.com%252Fus%252Fmovie%252Fslamnation-the-sport-spoken%252Fid290556373%253Fuo%253D4%2526partnerId%253D30,,,,,,,,,"http://www.cinemanow.com/Rent/Movies/10471,0,5,,1,4,0/1000,0,5,,1,4,398727/Slam-Nation.htm"
300,NVG-9754,NVG-9754,,NNVG9974,DOC,Unfinished Business: The Japanese American Internment Cases,,,,,,,,,,,,,,58 min,,http://www.amazon.com/Unfinished-Business/dp/B0010BDDRA/ref=sr_1_1?ie=UTF8&s=digital-video&qid=1278949147&sr=1-1,http://click.linksynergy.com/fs-bin/stat?id=ccUl/Cc0tjI&offerid=146261&type=3&subid=0&tmpid=1826&RD_PARM1=http%253A%252F%252Fitunes.apple.com%252FWebObjects%252FMZStore.woa%252Fwa%252FviewMovie%253Fid%253D281478169%2526s%253D143441%2526uo%253D4%2526partnerId%253D30,,,,,,,,,
294,NVG-9755,NVG-9755,,NNVG-9941,DOC,Touch the Sound,,,,,,,,,,,,,,98 min,08/23/2007,http://www.amazon.com/Touch-the-Sound/dp/B0010ENV3I/ref=sr_1_2?ie=UTF8&s=digital-video&qid=1278948694&sr=1-2,http://click.linksynergy.com/fs-bin/stat?id=ccUl/Cc0tjI&offerid=146261&type=3&subid=0&tmpid=1826&RD_PARM1=http%253A%252F%252Fitunes.apple.com%252FWebObjects%252FMZStore.woa%252Fwa%252FviewMovie%253Fid%253D271599120%2526s%253D143441%2526uo%253D6%2526partnerId%253D30,,http://www.hulu.com/touch-the-sound,,,,,,,
94,NVG-9757,NVG-9757,,NNVG9986,DOC,The Brooklyn Connection,,,,,,,,,,,,,,53 min,,,http://click.linksynergy.com/fs-bin/stat?id=ccUl/Cc0tjI&offerid=146261&type=3&subid=0&tmpid=1826&RD_PARM1=http%253A%252F%252Fitunes.apple.com%252Fus%252Fmovie%252Fthe-brooklyn-connection%252Fid277831667%253Fuo%253D4%2526partnerId%253D30,,,,,,,,,
369,NVG-9765,NVG-9765,,NNVG9960,NVGNYC,Plymptoons: The Complete Early Works of Bill Plympton,,,,,,,,,,,,,,61min,,,http://click.linksynergy.com/fs-bin/stat?id=ccUl/Cc0tjI&offerid=146261&type=3&subid=0&tmpid=1826&RD_PARM1=http%253A%252F%252Fitunes.apple.com%252Fus%252Fmovie%252Fplymptoons-the-complete-early%252Fid282292010%253Fuo%253D4%2526partnerId%253D30,,,,,,,,,
174,NVG-9766,NVG-9766,,NNVG1273,DOC,Kim Cattrall: Sexual Intelligence,,,,,,,,,,,,,,82 min,,,http://www.iTunes.com/Movies/SexualIntelligence,,,,,,,,,
68,NVG-9767,NVG-9767,,NNVG1076 ,DOC,Aging Out,,,,,,,,,,,,,,90 min,,,http://click.linksynergy.com/fs-bin/stat?id=ccUl/Cc0tjI&offerid=146261&type=3&subid=0&tmpid=1826&RD_PARM1=http%253A%252F%252Fitunes.apple.com%252FWebObjects%252FMZStore.woa%252Fwa%252FviewMovie%253Fid%253D300233992%2526s%253D143441%2526uo%253D6%2526partnerId%253D30,,,,,,,,,
11824,NVG-9769,NVG-9769,,NNVG-9951,DOC,Marjoe,,,,,,,,,,,,,,128 min,,http://www.amazon.com/Marjoe/dp/B000WQXSF6/ref=sr_1_2?ie=UTF8&s=digital-video&qid=1278951626&sr=1-2,http://click.linksynergy.com/fs-bin/stat?id=ccUl/Cc0tjI&offerid=146261&type=3&subid=0&tmpid=1826&RD_PARM1=http%253A%252F%252Fitunes.apple.com%252FWebObjects%252FMZStore.woa%252Fwa%252FviewMovie%253Fid%253D271875045%2526s%253D143441%2526uo%253D6%2526partnerId%253D30,,,,,,,,,
315,NVG-9794,NVG-9794,,NNVG9973,DOC,The Wobblies,,,,,,,,,,,,,,90 min,,http://click.linksynergy.com/fs-bin/stat?id=ccUl/Cc0tjI&offerid=146261&type=3&subid=0&tmpid=1826&RD_PARM1=http%253A%252F%252Fitunes.apple.com%252FWebObjects%252FMZStore.woa%252Fwa%252FviewMovie%253Fid%253D280573574%2526s%253D143441%2526uo%253D4%2526partnerId%253D30,http://www.amazon.com/The-Wobblies/dp/B0010BBMVO/ref=sr_1_1?ie=UTF8&s=digital-video&qid=1278948941&sr=1-1,,,,,,,,,
142,NVG-9810,NVG-9810,,NNVG-9952,DOC,Following Sean,,,,,,,,,,,,,,87 min,,http://www.amazon.com/Following-Sean/dp/B0010B9ANG/ref=sr_1_1?ie=UTF8&s=digital-video&qid=1278948807&sr=1-1,http://click.linksynergy.com/fs-bin/stat?id=ccUl/Cc0tjI&offerid=146261&type=3&subid=0&tmpid=1826&RD_PARM1=http%253A%252F%252Fitunes.apple.com%252FWebObjects%252FMZStore.woa%252Fwa%252FviewMovie%253Fid%253D272825990%2526s%253D143441%2526uo%253D6%2526partnerId%253D30,,,,,,,,http://www.vudu.com/movies/Movies.html#ContentDefaultPlace:196903,
285,NVG-9818,NVG-9818,,NNVG9985,DOC,The Ritchie Boys,,,,,,,,,,,,,,90 min,,,http://click.linksynergy.com/fs-bin/stat?id=ccUl/Cc0tjI&offerid=146261&type=3&subid=0&tmpid=1826&RD_PARM1=http%253A%252F%252Fitunes.apple.com%252FWebObjects%252FMZStore.woa%252Fwa%252FviewMovie%253Fid%253D278144969%2526s%253D143441%2526uo%253D6%2526partnerId%253D30,http://www.youtube.com/watch?v=2Eem4BJDfQ4,,,,,,,,
227,NVG-9821,NVG-9821,,NNVG9977,DOC,Passin' It On,,,,,,,,,,,,,,102 min,,http://www.amazon.com/Passin-It-On/dp/B001047DV4/ref=sr_1_2?ie=UTF8&s=digital-video&qid=1278950107&sr=1-2,http://click.linksynergy.com/fs-bin/stat?id=ccUl/Cc0tjI&offerid=146261&type=3&subid=0&tmpid=1826&RD_PARM1=http%253A%252F%252Fitunes.apple.com%252FWebObjects%252FMZStore.woa%252Fwa%252FviewMovie%253Fid%253D281730000%2526s%253D143441%2526uo%253D4%2526partnerId%253D30,,,,,,,,,
88,NVG-9824,NVG-9824,NNVG242740,NNVG-9934,DOC,Bob Dylan: Dont Look Back BD/DVD 2pk.,Dolby Digital 2.0 Stereo,34.95,Blu-ray 2-pk SET,29.95,BD Swing Amaray,65 Revisited Bonus Disc; Greil Marcus Interview with D.A. Pennebaker; Five Additional Uncut Audio Tracks; Commentary by D.A. Pennebaker and tour road manager Bob Neuwirth; Alternate Version of the “Subterranean Homesick Blues” Cue Card Sequence; Original Theatrical Trailer,24,1-4229-1696-0,03/29/2011,96 min + extras,04/26/2011,English,7-67685-24274-2,152 min,,http://www.amazon.com/Bob-Dylan-Dont-Look-Back/dp/B000WOZ33I/ref=sr_1_2?ie=UTF8&s=digital-video&qid=1278953974&sr=1-2,http://click.linksynergy.com/fs-bin/stat?id=ccUl/Cc0tjI&offerid=146261&type=3&subid=0&tmpid=1826&RD_PARM1=http%253A%252F%252Fitunes.apple.com%252FWebObjects%252FMZStore.woa%252Fwa%252FviewMovie%253Fid%253D266495543%2526s%253D143441%2526uo%253D6%2526partnerId%253D30,,,http://us.playstation.com/games-and-media/gameslist/index.htm?type=movies&subCategoryType=console&subCategoryValue=PS3&narrow=New%20Arrivals,,,,,,
13355,NVG-9841,NVG-9841,,NNVG9946,DOC,Alex Grey and the Chapel of Sacred Mirrors: CoSM the Movie,,,,,,,,,,,,,,80 min,,http://www.amazon.com/Alex-Grey-Chapel-Sacred-Mirrors/dp/B0010BCWZ4/ref=sr_1_1?s=digital-video&ie=UTF8&qid=1309204385&sr=1-1,http://www.iTunes.com/Movies/AlexGreyandtheChapelofSacredMirrorsCoSMTheMovie,,,,,,,,,
258,NVG-9842,NVG-9842,,NNVG-9953,DOC,Sir! No Sir!,,,,,,,,,,,,,,84 min,,http://www.amazon.com/Sir-No/dp/B0010B9ALS/ref=sr_1_2?ie=UTF8&s=digital-video&qid=1278948841&sr=1-2,http://click.linksynergy.com/fs-bin/stat?id=ccUl/Cc0tjI&offerid=146261&type=3&subid=0&tmpid=1826&RD_PARM1=http%253A%252F%252Fitunes.apple.com%252FWebObjects%252FMZStore.woa%252Fwa%252FviewMovie%253Fid%253D270707371%2526s%253D143441%2526uo%253D6%2526partnerId%253D30,,,,,,,,,
191,NVG-9846,NVG-9846,,NNVG-9942,DOC,Marshall University: Ashes to Glory,,,,,,,,,,,,,,118 min,,http://www.amazon.com/Marshall-University-Ashes-to-Glory/dp/B000WQTQ4S/ref=sr_1_2?ie=UTF8&s=digital-video&qid=1278953883&sr=1-2,http://click.linksynergy.com/fs-bin/stat?id=ccUl/Cc0tjI&offerid=146261&type=3&subid=0&tmpid=1826&RD_PARM1=http%253A%252F%252Fitunes.apple.com%252FWebObjects%252FMZStore.woa%252Fwa%252FviewMovie%253Fid%253D271814993%2526s%253D143441%2526uo%253D6%2526partnerId%253D30,,,,,,,,http://www.vudu.com/,
161,NVG-9848,NVG-9848,,NNVG9981,DOC,Heavy Petting,,,,,,,,,,,,,,97 mins.,,,http://click.linksynergy.com/fs-bin/stat?id=ccUl/Cc0tjI&offerid=146261&type=3&subid=0&tmpid=1826&RD_PARM1=http%253A%252F%252Fitunes.apple.com%252Fus%252Fmovie%252Fheavy-petting%252Fid273878934%253Fuo%253D4%2526partnerId%253D30,,,,,,,,,
134,NVG-9852,NVG-9852,,NNVG8578,DOC,Well-Founded Fear,,,,,,,,,,,,,,120 min,,,http://click.linksynergy.com/fs-bin/stat?id=ccUl/Cc0tjI&offerid=146261&type=3&subid=0&tmpid=1826&RD_PARM1=http%253A%252F%252Fitunes.apple.com%252Fus%252Fmovie%252Fwell-founded-fear%252Fid282570609%253Fuo%253D4%2526partnerId%253D30,,,,,,,,,
