!ID,,!catalog_number,!bd_catalog_number,!digital_catalog_number,!line,!post_title,!bd_audio_mix,!bd_canadian_price,!bd_configuration,!bd_consumer_srp,!bd_disc_type,!bd_dvd_features,!bd_frame_rate,!bd_isbn,!bd_prebook_date,!bd_running_time,!bd_street_date,!bd_subtitles,!bd_upc,!digital_running_time,!digital_street_date,!amazon_link,!itunes_link,!youtube_link,!hulu_link,!playstation_link,!slingbox_link,!xbox_link,!snagfilm_link,!tvcom_link,!vudu_link,!cinema_now
379,NNVG132821,NNVG132821,,NNVG8982,NVGNYC,The Gospel at Colonus,,,,,,,,,,,,,,90 min,11/18/2008,,http://click.linksynergy.com/fs-bin/stat?id=ccUl/Cc0tjI&offerid=146261&type=3&subid=0&tmpid=1826&RD_PARM1=http%253A%252F%252Fitunes.apple.com%252Fus%252Fmovie%252Fthe-gospel-at-colonus%252Fid296068827%253Fuo%253D4%2526partnerId%253D30,,,,,,,,,
289,NNVG132830,NNVG132830,,NNVG8981,DOC,The Wild Horse Redemption,,,,,,,,,,,,,,91 min,11/13/2008,,http://click.linksynergy.com/fs-bin/stat?id=ccUl/Cc0tjI&offerid=146261&type=3&subid=0&tmpid=1826&RD_PARM1=http%253A%252F%252Fitunes.apple.com%252Fus%252Fmovie%252Fthe-wild-horse-redemption%252Fid295908832%253Fuo%253D4%2526partnerId%253D30,,,,,,,,,
90,NNVG136151,NNVG136151,,NNVG8793,DOC,Body of War,,,,,,,,,,,,,,87 min,,,http://click.linksynergy.com/fs-bin/stat?id=ccUl/Cc0tjI&offerid=146261&type=3&subid=0&tmpid=1826&RD_PARM1=http%253A%252F%252Fitunes.apple.com%252FWebObjects%252FMZStore.woa%252Fwa%252FviewMovie%253Fid%253D296059722%2526s%253D143441%2526uo%253D6%2526partnerId%253D30,,,,,,,,,
65,NNVG136160,NNVG136160,,NNVG1075,DOC,A Man Named Pearl,,,,,,,,,,,,,,78 min,,,http://click.linksynergy.com/fs-bin/stat?id=ccUl/Cc0tjI&offerid=146261&type=3&subid=0&tmpid=1826&RD_PARM1=http%253A%252F%252Fitunes.apple.com%252FWebObjects%252FMZStore.woa%252Fwa%252FviewMovie%253Fid%253D296465273%2526s%253D143441%2526uo%253D6%2526partnerId%253D30,,,,,,,,,
287,NNVG136170,NNVG136170,,NNVG1185,DOC,The Singing Revolution,,,,,,,,,,,,,,97 mins. + 100 mins. extras,,http://www.amazon.com/The-Singing-Revolution/dp/B003PH3UHK/ref=sr_1_8?ie=UTF8&s=digital-video&qid=1276094922&sr=1-8,http://click.linksynergy.com/fs-bin/stat?id=ccUl/Cc0tjI&offerid=146261&type=3&subid=0&tmpid=1826&RD_PARM1=http%253A%252F%252Fitunes.apple.com%252FWebObjects%252FMZStore.woa%252Fwa%252FviewMovie%253Fid%253D299675435%2526s%253D143441%2526uo%253D6%2526partnerId%253D30,,,,,,,,,
296,NNVG138611,NNVG138611,,NNVG1172,DOC,Triage: Dr. James Orbinski's Humanitarian Dilemma,,,,,,,,,,,,,,88 min,,http://www.amazon.com/Triage-James-Orbinskis-Humanitarian-Dilemma/dp/B003J6H2JY/ref=sr_1_2?ie=UTF8&s=digital-video&qid=1277400108&sr=1-2,http://click.linksynergy.com/fs-bin/stat?id=ccUl/Cc0tjI&offerid=146261&type=3&subid=0&tmpid=1826&RD_PARM1=http%253A%252F%252Fitunes.apple.com%252FWebObjects%252FMZStore.woa%252Fwa%252FviewMovie%253Fid%253D298916721%2526s%253D143441%2526uo%253D6%2526partnerId%253D30,,,,,,,,,
290,NNVG139821,NNVG139821,,NNVG-9935,DOC,The Wild Parrots of Telegraph Hill,,,,,,,,,,,,,,83 min,,http://www.amazon.com/Wild-Parrots-Telegraph-Hill/dp/B001736FN0/ref=sr_1_2?ie=UTF8&s=digital-video&qid=1278947712&sr=1-2,http://click.linksynergy.com/fs-bin/stat?id=ccUl/Cc0tjI&offerid=146261&type=3&subid=0&tmpid=1826&RD_PARM1=http%253A%252F%252Fitunes.apple.com%252FWebObjects%252FMZStore.woa%252Fwa%252FviewMovie%253Fid%253D266517603%2526s%253D143441%2526uo%253D6%2526partnerId%253D30,http://www.youtube.com/movie?v=fpy8jYMb5tk,,,,,,,http://www.vudu.com/,"http://www.cinemanow.com/Rent/Movies/10471,0,5,,1,4,0/1000,0,5,,1,4,397761/The-Wild-Parrots-of-Telegraph-Hill.htm"
144,NNVG146161,NNVG146161,,NNVG1213,DOC,FTA,,,,,,,,,,,,,,97 min,,http://www.amazon.com/FTA/dp/B003MEPBC8/ref=sr_1_1?ie=UTF8&s=digital-video&qid=1277399733&sr=1-1,http://click.linksynergy.com/fs-bin/stat?id=ccUl/Cc0tjI&offerid=146261&type=3&subid=0&tmpid=1826&RD_PARM1=http%253A%252F%252Fitunes.apple.com%252FWebObjects%252FMZStore.woa%252Fwa%252FviewMovie%253Fid%253D302000574%2526s%253D143441%2526uo%253D6%2526partnerId%253D30,http://www.youtube.com/watch?v=7-2w-XnMPCE,,,,,,,,
316,NNVG146170,NNVG146170,,NNVG1218,DOC,Wonders Are Many,,,,,,,,,,,,,,92 min,,http://www.amazon.com/Wonders-Are-Many/dp/B003LB4IM6/ref=sr_1_2?ie=UTF8&s=digital-video&qid=1277400022&sr=1-2,http://click.linksynergy.com/fs-bin/stat?id=ccUl/Cc0tjI&offerid=146261&type=3&subid=0&tmpid=1826&RD_PARM1=http%253A%252F%252Fitunes.apple.com%252FWebObjects%252FMZStore.woa%252Fwa%252FviewMovie%253Fid%253D301794131%2526s%253D143441%2526uo%253D6%2526partnerId%253D30,,,,,,,,,
85,NNVG146200,NNVG146200,,NNVG1374,DOC,Bird By Bird With Annie,,,,,,,,,,,,,,54 min,,http://www.amazon.com/Bird-by-with-Anne/dp/B003PN2PGQ/ref=sr_1_12?ie=UTF8&s=digital-video&qid=1276094922&sr=1-12,http://click.linksynergy.com/fs-bin/stat?id=ccUl/Cc0tjI&offerid=146261&type=3&subid=0&tmpid=1826&RD_PARM1=http%253A%252F%252Fitunes.apple.com%252FWebObjects%252FMZStore.woa%252Fwa%252FviewMovie%253Fid%253D307204071%2526s%253D143441%2526uo%253D6%2526partnerId%253D30,,,,,,,,,
86,NNVG146331,NNVG146331,,NNVG1212,DOC,Black Is..  Black Ain't,,,,,,,,,,,,,,87 min,01/27/2009,http://www.amazon.com/Black-Is-Aint/dp/B003MEFJ20/ref=sr_1_fkmr0_2?ie=UTF8&qid=1277399857&sr=1-2-fkmr0,http://itunes.apple.com/WebObjects/MZStore.woa/wa/viewMovie?id=300079650&s=143441,,,,,,,,http://www.vudu.com/,
67,NNVG146501,NNVG146501,,NNVG1211,DOC,Adam Clayton Powell,,,,,,,,,,,,,,54 min,,http://www.amazon.com/Adam-Clayton-Powell/dp/B003PTSQ2M/ref=sr_1_1?ie=UTF8&s=digital-video&qid=1276094922&sr=1-1,http://click.linksynergy.com/fs-bin/stat?id=ccUl/Cc0tjI&offerid=146261&type=3&subid=0&tmpid=1826&RD_PARM1=http%253A%252F%252Fitunes.apple.com%252FWebObjects%252FMZStore.woa%252Fwa%252FviewMovie%253Fid%253D298828510%2526s%253D143441%2526uo%253D6%2526partnerId%253D30,,,,,,,,,
210,NNVG146510,NNVG146510,,NNVG1774,DOC,Note By Note,,,,,,,,,,,,,,81 min,09/15/2009,http://www.amazon.com/Note-By/dp/B002ZRX9GI/ref=sr_1_2?ie=UTF8&s=digital-video&qid=1278621255&sr=1-2,http://click.linksynergy.com/fs-bin/stat?id=ccUl/Cc0tjI&offerid=146261&type=3&subid=0&tmpid=1826&RD_PARM1=http%253A%252F%252Fitunes.apple.com%252FWebObjects%252FMZStore.woa%252Fwa%252FviewMovie%253Fid%253D325717006%2526s%253D143441%2526uo%253D6%2526partnerId%253D30,,,,,,,,,
242,NNVG146520,NNVG146520,,NNVG1320,DOC,The Restless Conscience,,,,,,,,,,,,,,113 min,,http://www.amazon.com/The-Restless-Conscience/dp/B003NJJ3NU/ref=sr_1_2?ie=UTF8&s=digital-video&qid=1277399654&sr=1-2,http://click.linksynergy.com/fs-bin/stat?id=ccUl/Cc0tjI&offerid=146261&type=3&subid=0&tmpid=1826&RD_PARM1=http%253A%252F%252Fitunes.apple.com%252FWebObjects%252FMZStore.woa%252Fwa%252FviewMovie%253Fid%253D303636008%2526s%253D143441%2526uo%253D6%2526partnerId%253D30,,,,,,,,,
377,NNVG147421,NNVG147421,,NEWVIDEO_SPAINONTHEROADAGAIN_SEASON_001,DOC,Spain... On the Road Again Season 1,,,,,,,,,,,,,,11h 30m,09/26/2008,,http://click.linksynergy.com/fs-bin/stat?id=ccUl/Cc0tjI&offerid=146261&type=3&subid=0&tmpid=1826&RD_PARM1=http%253A%252F%252Fitunes.apple.com%252FWebObjects%252FMZStore.woa%252Fwa%252FviewTVSeason%253Fid%253D290496457%2526s%253D143441%2526uo%253D4%2526partnerId%253D30,,,,,,,,,
112,NNVG148040,NNVG148040,,NNVG8751,DOC,Critical Condition,,,,,,,,,,,,,,83 min,,,http://click.linksynergy.com/fs-bin/stat?id=ccUl/Cc0tjI&offerid=146261&type=3&subid=0&tmpid=1826&RD_PARM1=http%253A%252F%252Fitunes.apple.com%252FWebObjects%252FMZStore.woa%252Fwa%252FviewMovie%253Fid%253D288347317%2526s%253D143441%2526uo%253D6%2526partnerId%253D30,,,,,,,,,
127,NNVG149791,NNVG149791,,NNVG1800,DOC,Election Day,,,,,,,,,,,,,,84 min,,http://www.amazon.com/Election-Day/dp/B003R45C18/ref=sr_1_1?ie=UTF8&s=digital-video&qid=1276808758&sr=1-1,http://click.linksynergy.com/fs-bin/stat?id=ccUl/Cc0tjI&offerid=146261&type=3&subid=0&tmpid=1826&RD_PARM1=http%253A%252F%252Fitunes.apple.com%252FWebObjects%252FMZStore.woa%252Fwa%252FviewMovie%253Fid%253D327468861%2526s%253D143441%2526uo%253D6%2526partnerId%253D30,,,,,,,,,
185,NNVG153270,NNVG153270,,NNVG1531,DOC,Lioness,,,,,,,,,,,,,,82 min,,http://www.amazon.com/Lioness/dp/B002ZS29OA/ref=sr_1_2?ie=UTF8&s=digital-video&qid=1278621404&sr=1-2,http://click.linksynergy.com/fs-bin/stat?id=ccUl/Cc0tjI&offerid=146261&type=3&subid=0&tmpid=1826&RD_PARM1=http%253A%252F%252Fitunes.apple.com%252FWebObjects%252FMZStore.woa%252Fwa%252FviewMovie%253Fid%253D330099750%2526s%253D143441%2526uo%253D6%2526partnerId%253D30,,,,,,,,,
113,NNVG153971,NNVG153971,,NNVG1353,DOC,Crude Impact,,,,,,,,,,,,,,97 min,,,http://www.itunes.com/movies/crudeimpact,,,,,,,,,
159,NNVG154121,NNVG154121,,NNVG1738,DOC,Harlan Ellison: Dreams With Sharp Teeth,,,,,,,,,,,,,,96 min,,http://www.amazon.com/Harlan-Ellison-Dreams-Sharp-Teeth/dp/B002TZVPJE/ref=sr_1_2?ie=UTF8&s=digital-video&qid=1278685278&sr=1-2,http://click.linksynergy.com/fs-bin/stat?id=ccUl/Cc0tjI&offerid=146261&type=3&subid=0&tmpid=1826&RD_PARM1=http%253A%252F%252Fitunes.apple.com%252FWebObjects%252FMZStore.woa%252Fwa%252FviewMovie%253Fid%253D310152140%2526s%253D143441%2526uo%253D6%2526partnerId%253D30,http://www.youtube.com/movie?v=QgH6XvV45vs,,,,,,,,
211,NNVG154881,NNVG154881,,NNVG1693,DOC,Nursery University,,,,,,,,,,,,,,90 min,,http://www.amazon.com/Nursery-University/dp/B002ZRX9Q8/ref=sr_1_2?ie=UTF8&s=digital-video&qid=1278621372&sr=1-2,http://click.linksynergy.com/fs-bin/stat?id=ccUl/Cc0tjI&offerid=146261&type=3&subid=0&tmpid=1826&RD_PARM1=http%253A%252F%252Fitunes.apple.com%252FWebObjects%252FMZStore.woa%252Fwa%252FviewMovie%253Fid%253D316135034%2526s%253D143441%2526uo%253D6%2526partnerId%253D30,,,,,,,,http://www.vudu.com/movies/Movies.html#ContentDefaultPlace:192597,"http://www.cinemanow.com/Rent/Movies/10471,0,5,,1,4,0/1000,0,5,,1,4,395905/Nursery-University.htm"
149,NNVG155640,NNVG155640,,NNVG1692,DOC,Garrison Keillor: The Man On the Radio In the Red Shoes,,,,,,,,,,,,,,86 min,,http://www.amazon.com/Garrison-Keillor-Man-Radio-Shoes/dp/B002ZWFPS8/ref=sr_1_2?ie=UTF8&s=digital-video&qid=1277484301&sr=1-2,http://click.linksynergy.com/fs-bin/stat?id=ccUl/Cc0tjI&offerid=146261&type=3&subid=0&tmpid=1826&RD_PARM1=http%253A%252F%252Fitunes.apple.com%252FWebObjects%252FMZStore.woa%252Fwa%252FviewMovie%253Fid%253D316327049%2526s%253D143441%2526uo%253D6%2526partnerId%253D30,,http://www.hulu.com/watch/192686/garrison-keillor-the-man-on-the-radio-with-the-red-shoes,,,,,,,
82,NNVG158461,NNVG158461,,NNVG1839,DOC,Bela Fleck: Throw Down Your Heart,,,,,,,,,,,,,,97 min,,http://www.amazon.com/Bela-Fleck-Throw-Down-Heart/dp/B00304RHLI/ref=sr_1_2?ie=UTF8&s=digital-video&qid=1277484280&sr=1-2,http://click.linksynergy.com/fs-bin/stat?id=ccUl/Cc0tjI&offerid=146261&type=3&subid=0&tmpid=1826&RD_PARM1=http%253A%252F%252Fitunes.apple.com%252FWebObjects%252FMZStore.woa%252Fwa%252FviewMovie%253Fid%253D330272831%2526s%253D143441%2526uo%253D6%2526partnerId%253D30,,,,,,,,http://www.vudu.com/,"http://www.cinemanow.com/Rent/Movies/10471,0,5,,1,4,0/1000,0,5,,1,4,395691/Bela-Fleck-Throw-Down-Your-Heart.htm"
97,NNVG158851,NNVG158851,,NNVG1679,DOC,Burning the Future: Coal In America,,,,,,,,,,,,,,89 min,,http://www.amazon.com/Burning-Future-Coal-America/dp/B002PLXZWW/ref=sr_1_1?s=digital-video&ie=UTF8&qid=1309205148&sr=1-1,http://www.itunes.com/movies/BurningtheFutureCoalInAmerica,,,,,,,,,
250,NNVG158860,NNVG158860,,NNVG1773,DOC,Secrecy,,,,,,,,,,,,,,81 min,,http://www.amazon.com/Secrecy/dp/B002ZS67UM/ref=sr_1_2?ie=UTF8&s=digital-video&qid=1278621515&sr=1-2,http://click.linksynergy.com/fs-bin/stat?id=ccUl/Cc0tjI&offerid=146261&type=3&subid=0&tmpid=1826&RD_PARM1=http%253A%252F%252Fitunes.apple.com%252FWebObjects%252FMZStore.woa%252Fwa%252FviewMovie%253Fid%253D325679304%2526s%253D143441%2526uo%253D6%2526partnerId%253D30,,,,,,,,,
359,NNVG159320,NNVG159320,NNVG212130,DrHorr,FLATIRON,Dr. Horrible's Sing-Along Blog,Dolby Digital 5.1 Surround,22.95,Blu-ray Single,19.95,Blu-Ray Standard Amaray,,24,1-4229-7476-6,04/27/2010,42 min. + extras,05/25/2010,,7-67685-21213-4,42 min.,01/06/2009,,,,,http://us.playstation.com/,,,,,http://www.vudu.com/,"http://www.cinemanow.com/Rent/Movies/10471,0,5,,1,4,0/1000,0,5,,1,4,399019/Dr-Horribles-Sing-Along-Blog.htm"
264,NNVG164951,NNVG164951,,NNVG1801,DOC,Soldiers of Conscience,,,,,,,,,,,,,,86 min,,,http://click.linksynergy.com/fs-bin/stat?id=ccUl/Cc0tjI&offerid=146261&type=3&subid=0&tmpid=1826&RD_PARM1=http%253A%252F%252Fitunes.apple.com%252FWebObjects%252FMZStore.woa%252Fwa%252FviewMovie%253Fid%253D335419250%2526s%253D143441%2526uo%253D6%2526partnerId%253D30,,,,,,,,,
305,NNVG164960,NNVG164960,,NNVG1802,DOC,Virtual JFK: Vietnam If Kennedy Had Lived,,,,,,,,,,,,,,80 min,,http://www.amazon.com/Virtual-JFK/dp/B002ZS67Z2/ref=sr_1_1?ie=UTF8&s=digital-video&qid=1278618511&sr=1-1,http://click.linksynergy.com/fs-bin/stat?id=ccUl/Cc0tjI&offerid=146261&type=3&subid=0&tmpid=1826&RD_PARM1=http%253A%252F%252Fitunes.apple.com%252FWebObjects%252FMZStore.woa%252Fwa%252FviewMovie%253Fid%253D328428286%2526s%253D143441%2526uo%253D6%2526partnerId%253D30,,,,,,,,,
380,NNVG168751,NNVG168751,,NEWVIDEO_THEGUILD_SEASON_001,NVGNYC,The Guild: Seasons 1 & 2,,,,,,,,,,,,,,,,,http://itunes.apple.com/WebObjects/MZStore.woa/wa/viewTVSeason?id=349530150&s=143441,,,,,,,,,
176,NNVG168811,NNVG168811,,NNVG2458,DOC,Know Your Mushrooms,,,,,,,,,,,,,,73 min,04/16/2010,http://www.amazon.com/Know-Your-Mushrooms/dp/B003PURPOG/ref=sr_1_2?ie=UTF8&s=digital-video&qid=1276094922&sr=1-2,http://click.linksynergy.com/fs-bin/stat?id=ccUl/Cc0tjI&offerid=146261&type=3&subid=0&tmpid=1826&RD_PARM1=http%253A%252F%252Fitunes.apple.com%252FWebObjects%252FMZStore.woa%252Fwa%252FviewMovie%253Fid%253D371994318%2526s%253D143441%2526uo%253D6%2526partnerId%253D30,,http://www.hulu.com/watch/227146/know-your-mushrooms,,,,,,http://www.vudu.com/,
237,NNVG168820,NNVG168820,,NNVG2139,DOC,Prom Night in Mississippi,,,,,,,,,,,,,,91 min,01/26/2010,,http://www.itunes.com/movies/PromNightInMississippi,,,,,,http://www.snagfilms.com/films/title/prom_night_in_mississippi/,,http://www.vudu.com/,
3151,NNVG169491,NNVG169491,,NNVG2160,DOC,The End of the Line,,,,,,,,,,,,,,83 min,02/23/2010,http://www.amazon.com/The-End-of-the-Line/dp/B003F8UW5W/ref=sr_1_2?ie=UTF8&s=digital-video&qid=1277410334&sr=1-2,http://click.linksynergy.com/fs-bin/stat?id=ccUl/Cc0tjI&offerid=146261&type=3&subid=0&tmpid=1826&RD_PARM1=http%253A%252F%252Fitunes.apple.com%252FWebObjects%252FMZStore.woa%252Fwa%252FviewMovie%253Fid%253D351695718%2526s%253D143441%2526uo%253D4%2526partnerId%253D30,,http://www.hulu.com/the-end-of-the-line,,,,,,http://www.vudu.com/movies/Movies.html#ContentDefaultPlace:192542,
361,NNVG210140,NNVG210140,,NNVG2090,ARTHOUSE,Herb and Dorothy,,,,,,,,,,,,,,87 min,02/02/2010,http://www.amazon.com/Herb-and-Dorothy/dp/B002ZS44TI/ref=sr_1_2?ie=UTF8&s=digital-video&qid=1278618368&sr=1-2,http://click.linksynergy.com/fs-bin/stat?id=ccUl/Cc0tjI&offerid=146261&type=3&subid=0&tmpid=1826&RD_PARM1=http%253A%252F%252Fitunes.apple.com%252FWebObjects%252FMZStore.woa%252Fwa%252FviewMovie%253Fid%253D337424867%2526s%253D143441%2526uo%253D6%2526partnerId%253D30,,,,,,,,,"http://www.cinemanow.com/Rent/Movies/10471,0,5,,1,4,0/1000,0,5,,1,4,397716/Herb-and-Dorothy.htm"
9902,NNVG211900,NNVG211900,,NNVG2254,ARTHOUSE,Milton Glaser: To Inform and Delight,,,,,,,,,,,,,,73 min,04/27/2010,http://www.amazon.com/Milton-Glaser-Inform-Delight/dp/B003J1UEGW/ref=sr_1_2?ie=UTF8&s=digital-video&qid=1277400175&sr=1-2,http://itunes.apple.com/WebObjects/MZStore.woa/wa/viewMovie?id=358075615&s=143441,,,,,,,,http://www.vudu.com/movies/Movies.html#ContentDefaultPlace:192595,
11564,NNVG211910,NNVG211910,,NEWVIDEO_THEGUILD_SEASON_003,NVGNYC,The Guild:  Season 3,,,,,,,,,,,,,,,,,http://itunes.apple.com/WebObjects/MZStore.woa/wa/viewTVSeason?id=349546903&s=143441,,,,,,,,,
219,NNVG211951,NNVG211951,,NNVG1533,ARTHOUSE,Painter's Painting,,,,,,,,,,,,,,116 min,,,http://click.linksynergy.com/fs-bin/stat?id=ccUl/Cc0tjI&offerid=146261&type=3&subid=0&tmpid=1826&RD_PARM1=http%253A%252F%252Fitunes.apple.com%252FWebObjects%252FMZStore.woa%252Fwa%252FviewMovie%253Fid%253D312435677%2526s%253D143441%2526uo%253D6%2526partnerId%253D30,,,,,,,,,
9867,NNVG212380,NNVG212380,,NNVG2293,ARTHOUSE,William Kunstler: Disturbing the Universe,,,,,,,,,,,,,,86 min,04/27/2010,,http://click.linksynergy.com/fs-bin/stat?id=ccUl/Cc0tjI&offerid=146261&type=3&subid=0&tmpid=1826&RD_PARM1=http%253A%252F%252Fitunes.apple.com%252FWebObjects%252FMZStore.woa%252Fwa%252FviewMovie%253Fid%253D363332944%2526s%253D143441%2526uo%253D6%2526partnerId%253D30,,,,,,,,http://www.vudu.com/movies/Movies.html#ContentDefaultPlace:192583,
3169,NNVG212838,NNVG212838,,NNVG8404,ARTHOUSE,Black White + Gray: A Portrait of Sam Wagstaff and Robert Mapplethorpe,,,,,,,,,,,,,,72 min,,http://www.amazon.com/Black-Portrait-Wagstaff-Robert-Mapplethorpe/dp/B002ZUDJK6/ref=sr_1_2?ie=UTF8&s=digital-video&qid=1277484565&sr=1-2,http://click.linksynergy.com/fs-bin/stat?id=ccUl/Cc0tjI&offerid=146261&type=3&subid=0&tmpid=1826&RD_PARM1=http%253A%252F%252Fitunes.apple.com%252FWebObjects%252FMZStore.woa%252Fwa%252FviewMovie%253Fid%253D280894815%2526s%253D143441%2526uo%253D6%2526partnerId%253D30,http://www.youtube.com/watch?v=bDYdUuz7OL8,,,,,,,http://www.vudu.com/movies/Movies.html#ContentDefaultPlace:196901,
3153,NNVG214760,NNVG214760,,NNVG8571,ARTHOUSE,The Cool School: Story of the Ferus Art Gallery,,,,,,,,,,,,,,85 min,,http://www.amazon.com/Cool-School-Story-Ferus-Gallery/dp/B003B1TIBW/ref=sr_1_2?ie=UTF8&s=digital-video&qid=1277475824&sr=1-2,http://click.linksynergy.com/fs-bin/stat?id=ccUl/Cc0tjI&offerid=146261&type=3&subid=0&tmpid=1826&RD_PARM1=http%253A%252F%252Fitunes.apple.com%252FWebObjects%252FMZStore.woa%252Fwa%252FviewMovie%253Fid%253D281974357%2526s%253D143441%2526uo%253D6%2526partnerId%253D30,,,,,,,,,"http://www.cinemanow.com/Buy/Movies/1007,0,5,,1,2,0/1001,0,5,,1,2,398425/The-Cool-School.htm"
12445,NNVG214770,NNVG214770,,NNVG8403,ARTHOUSE,"A Walk Into the Sea: Danny Williams, the Warhol Factory",,,,,,,,,,,,,,,05/06/2008,,http://itunes.apple.com/WebObjects/MZStore.woa/wa/viewMovie?id=278416824&s=143441&uo=6,,,,,,,,,
11556,NNVG214780,NNVG214780,,NNVG8848,ARTHOUSE,Obscene,,,,,,,,,,,,,,90 min,,http://www.amazon.com/Obscene/dp/B003EMGVSG/ref=sr_1_2?ie=UTF8&s=digital-video&qid=1277414169&sr=1-2,http://click.linksynergy.com/fs-bin/stat?id=ccUl/Cc0tjI&offerid=146261&type=3&subid=0&tmpid=1826&RD_PARM1=http%253A%252F%252Fitunes.apple.com%252FWebObjects%252FMZStore.woa%252Fwa%252FviewMovie%253Fid%253D299432517%2526s%253D143441%2526uo%253D6%2526partnerId%253D30,,,,,,,,,
9230,NNVG215751,NNVG215751,,NNVG2694,DOC,The Yes Men Fix the World,,,,,,,,,,,,,,1 hr 26 min,09/10/2010,,http://click.linksynergy.com/fs-bin/stat?id=ccUl/Cc0tjI&offerid=146261&type=3&subid=0&tmpid=1826&RD_PARM1=http%253A%252F%252Fitunes.apple.com%252FWebObjects%252FMZStore.woa%252Fwa%252FviewMovie%253Fid%253D379769784%2526s%253D143441%2526uo%253D4%2526partnerId%253D30,,,,http://www.sling.com/video/show/362469/04/The-Yes-Men,http://www.xbox.com/en-US/default.htm,http://www.snagfilms.com/,http://www.tv.com/,http://www.vudu.com/,
9234,NNVG215760,NNVG215760,,NNVG2270,DOC,Dirt! The Movie,,,,,,,,,,,,,,80 min,04/06/2010,http://www.amazon.com/Dirt-The-Movie/dp/B003MS4BTS/ref=sr_1_2?ie=UTF8&s=digital-video&qid=1277399694&sr=1-2,http://click.linksynergy.com/fs-bin/stat?id=ccUl/Cc0tjI&offerid=146261&type=3&subid=0&tmpid=1826&RD_PARM1=http%253A%252F%252Fitunes.apple.com%252FWebObjects%252FMZStore.woa%252Fwa%252FviewMovie%253Fid%253D360003289%2526s%253D143441%2526uo%253D6%2526partnerId%253D30,,http://www.hulu.com/watch/191666/dirt-the-movie,,,,,,http://www.vudu.com/,"http://www.cinemanow.com/Rent/Movies/10471,0,5,,1,4,0/1000,0,5,,1,4,395646/Dirt!-The-Movie.htm"
9861,NNVG215770,NNVG215770,,NNVG2271,DOC,Blessed Is the Match: The Life and Death of Hannah Senesh,,,,,,,,,,,,,,85 min,,http://www.amazon.com/Blessed-Match-Death-Hannah-Senesh/dp/B003LB4JHU/ref=sr_1_2?ie=UTF8&s=digital-video&qid=1277399994&sr=1-2,http://click.linksynergy.com/fs-bin/stat?id=ccUl/Cc0tjI&offerid=146261&type=3&subid=0&tmpid=1826&RD_PARM1=http%253A%252F%252Fitunes.apple.com%252FWebObjects%252FMZStore.woa%252Fwa%252FviewMovie%253Fid%253D361404006%2526s%253D143441%2526uo%253D6%2526partnerId%253D30,,http://www.hulu.com/watch/191667/blessed-is-the-match-the-life-and-death-of-hannah-senesh,,,,,,http://www.vudu.com/,
11525,NNVG215780,NNVG215780,,NNVG2457,DOC,My Dog,,,,,,,,,,,,,,50 mins,07/25/2010,http://www.amazon.com/My-Dog-Unconditional-Love-Story/dp/B003P6U94S/ref=sr_1_2?ie=UTF8&s=digital-video&qid=1277399564&sr=1-2,http://www.iTunes.com/Movies/MyDogAnUnconditionalLoveStory,http://www.youtube.com/watch?v=U9UswN1rw2g,http://www.hulu.com/my-dog-an-unconditional-love-story,,,,,,,
9920,NNVG216281,NNVG216281,,NNVG8846,ARTHOUSE,Alice Neel: A Documentary by Andrew Neel,,,,,,,,,,,,,,81 min,10/14/2008,http://www.amazon.com/Alice-Neel/dp/B003D3FOAW/ref=sr_1_2?ie=UTF8&s=digital-video&qid=1277474998&sr=1-2,http://click.linksynergy.com/fs-bin/stat?id=ccUl/Cc0tjI&offerid=146261&type=3&subid=0&tmpid=1826&RD_PARM1=http%253A%252F%252Fitunes.apple.com%252FWebObjects%252FMZStore.woa%252Fwa%252FviewMovie%253Fid%253D292236393%2526s%253D143441%2526uo%253D6%2526partnerId%253D30,,,,,,,,,
13290,NNVG217961,NNVG217961,,NNVG2624,FLATIRON,Red Vs. Blue:  The Blood Gulch Chronicles:  The First Five Seasons,,,,,,,,,,,,,,,,http://www.amazon.com/Red-Blue-Blood-Gulch-Chronicles/dp/B003U6QAG4/ref=sr_1_1?s=digital-video&ie=UTF8&qid=1309192625&sr=1-1,http://click.linksynergy.com/fs-bin/stat?id=ccUl/Cc0tjI&offerid=146261&type=3&subid=0&tmpid=1826&RD_PARM1=http%253A%252F%252Fitunes.apple.com%252Fus%252Fmovie%252Fred-vs-blue-the-blood-gulch%252Fid372657857%253Fuo%253D4%2526partnerId%253D30,,,,,,,,,"http://www.cinemanow.com/Rent/Movies/10471,0,5,,1,4,0/1000,0,5,,1,4,403008/Red-vs-Blue---Season-1.htm"
14304,NNVG218421,NNVG218421,,NNVG2695,DOC,Huxley on Huxley,,,,,,,,,,,,,,58 min,07/28/2010,http://www.amazon.com/Huxley-on/dp/B003YJCL38/ref=sr_1_26?s=STORE&ie=UTF8&qid=1285603615&sr=1-26,http://www.iTunes.com/Movies/HuxleyOnHuxley,,,,,,,,,
